Horodateur;Année d'obtention de votre diplôme d'ambulancier;Département de formation ;Quel est le type d'activité de votre entreprise ? (Plusieurs réponses possibles);Quel est le secteur d'activité de votre entreprise ?;Combien d'ADE/CCA sont employés par votre entreprise;Combien d'auxiliaires sont employés par votre entreprise;Disposez-vous d'un jeu de tenues professionnelles identifiées :  Nom de l'entreprise ?;;De quelle couleur sont-elles ?;Avez-vous des protocoles d'hygiène dans votre entreprise ? ;;Si oui, sont-ils en adéquation avec l'enseignement réalisé à l'IFA ? ;Merci de justifier votre réponse ;Concernant le rythme de décontamination du matériel et du véhicule sanitaire,  réalisez-vous :;;Disposez-vous d'un lecteur de glycémie, appareil Dextro ?;;;;;Disposez-vous d'appareils permettant la réalisation d'électro-cardiogramme  (ECG) ? ;;;Disposez-vous de matériel pour réaliser des aspirations trachéales (dans la trachée, la canule de trachéotomie) ?;;;Vous disposez dans votre véhicule : (plusieurs réponses possibles);Lorsqu'un patient est à bord du véhicule sanitaire est-ce l'auxilaire qui conduit : ;;Lors d'une intervention, la suite de la prise en charge nécessite la pose d'une voie veineuse périphérique;;Lors d'une prise en charge d'un patient à domicile  il vous manque des informations pour la prise en charge de votre patient, hors celui-ci est porteur d'un courrier remis par son médecin traitant pour le service d'accueil .;Lors d'une admission, vous occupez-vous de l'entrée administrative de votre patient ( vous ou votre binôme ) ? ;;Dans les établissements de santé existe-t-il un guichet avec accès prioritaire ambulancier pour réaliser les démarches administratives de l'admission;;;;;;Lors d'un transfert, vous prenez en charge un patient porteur d'un pousse-seringue éléctrique;;;;
07/10/2013 10:07:56;2012;bas rhin;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;12;14;Oui;Oui;bleu et blanc;Non;Parfois;Oui;pas de protocole dans notre societe mais nous essayons d'appliquer au mieu les protocoles qui nous on ete transmlis a l'ifa. Pour la decontamination du materiel entre chaque patient .. seulement si le brancard est souille .. nous avons des draps de protection a usage unique.;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée régulièrement ;je l'ulitile sur toute les interventions, on ne sait jamlais !;Oui;Oui sous contrôle d'un médecin ou d'un infirmier;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;rien du tout sauf si l'equipe su Smur nous le demande;meme si nous ne sommes pas cense l'ouvrir, selon les cas nous le faisons quand meme ! je pense qu'il est important de plus ou moins connaitre la pathologie du patient. Nous sommes tout de meme responsable de lui pendant le transport !!;Oui;Les deux ;Jamais;;;;;;Non;jamais !!! nous ne savons meme pas manipuler l'appareil !;;;
07/10/2013 10:57:01;2008;33;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;6;6;Oui;Oui;bleu;Oui;Parfois;Oui;Le protocole est exactement le même que celle de l'IFA;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;J'appelle le medecin traitant;Oui;Les deux ;Toujours ;;;;;;Non;discussion avec l'infirmiere;;;
07/10/2013 11:45:52;2013;42;VSL,  ASSU;Zone rurale et urbaine;30;10;Oui;Oui;blanches;Oui;Toujours;Oui;;Non;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Non;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Non;;Parfois;;;;;;Oui;Votre entreprise ;;;
07/10/2013 11:48:42;2012;21;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;20;20;Oui;Oui;bleue marine;Oui;Parfois;Oui;;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;diabete type 2;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
07/10/2013 11:59:54;2000;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;14;11;Oui;Oui;Bleu marine;Non;;;;Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Malaise, patient diabétique...;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Jamais;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Personnel du Smur;;;
07/10/2013 12:12:42;sans;56; ASSU;Zone rurale et urbaine;3;1;Oui;Oui;bleue orange;Oui;Parfois;Non;;Oui;tous les mois ;Oui;Non;Oui;De façon spontanée dans certaines situations ;malaises;Non;;Oui;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;crf;;;
07/10/2013 12:14:59;2013;38;VSL, Ambulance de catégorie C;Zone rurale et urbaine;8;4;Oui;Oui;bleu foncé;Oui;Parfois;Oui;;Non;Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 12:18:02;2007;33;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10;3;Oui;Oui;bleu blanc;Oui;Parfois;Oui;Nettoyage en fin de journée et grosse désinfection le samedi;Non;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;malaise diabète diagnostiquer;Oui;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 12:31:52;2010;7;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;15;5;Oui;Oui;bleu marine;Oui;Parfois;Oui;"en ardèche dans notre entreprise le patron se moque complétement des régles qu'elles qu'elles soient !!!
C'est pourquoi j'arrête le métier...
Dommage qu'en ardèxhez du sud l'IFA ne nous apprend pas tout ce que l'on pourrait savoir faire en URGENCE";Non;tous les mois ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;A APPRENDRE PARTOUT;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;A APPRENDRE;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;DOMMAGE;;;
07/10/2013 13:23:21;2005;83;VSL,  ASSU;Zone rurale et urbaine;20;30;Oui;Oui;Blanche ,bleu et jaune ;Oui;Parfois;Non;Pas de produits pas le temps pas de vérification du nettoyage suivant les equipagesx;Oui;tous les mois ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;Diabétique ;Non;;Oui;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 14:31:10;2013;13;Ambulance de catégorie C;Zone rurale et urbaine;6;2;Non;;Bleu et blanc;Oui;Toujours;Oui;;Oui;Tous les jours, Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Non;Oui;Non;Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Stage en entreprise;;;
07/10/2013 14:42:36;1992;75;VSL, Ambulance de catégorie C;Zone urbaine;17;8;Oui;Oui;BLEU ET JAUNE;Oui;Toujours;Oui;;Oui;Tous les jours;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;JE POSE DES QUESTION A LA FAMILLE OU AU PATIENT;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 14:50:42;2012/2013;13;Ambulance de catégorie C;Zone rurale et urbaine;3;1;Oui;Oui;Bleu;Oui;Toujours;Oui;Le protocole d'hygiène concernant les ambulances de catégorie C sont les mêmes pour tous. ;Non;Toutes les semaines ;Non;Oui;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
07/10/2013 16:39:00;2009;31;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;19;11;Oui;Oui;pantalon bleu, haut blanc;Oui;Toujours;Oui;;Non;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Oui;SMUR;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 17:18:52;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;12;0;Oui;Oui;bleues;Non;;;;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée régulièrement ;;Oui;Oui de manière autonome;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Oui;FAE;;;
07/10/2013 17:46:10;2010;57;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;19;17;Oui;Oui;Bleu/blanc;Non;Jamais;;;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée régulièrement ;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;CHR;;;
07/10/2013 17:54:09;2008;67;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;30;30;Oui;Oui;BLEUE;Oui;Parfois;Oui;;Oui;Tous les jours, Toutes les semaines ;Oui;Oui;Oui;De façon spontanée régulièrement ;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Non;;;;
07/10/2013 18:41:33;2012;78;Ambulance de catégorie C;Zone urbaine;12;1;Oui;Oui;bleues marines;Oui;Toujours;Oui;;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 18:46:13;2013;Bouches du Rhône ;VSL, Ambulance de catégorie C;Zone rurale et urbaine;8;2;Oui;Non;Bleu marine et blanc;Oui;Parfois;Non;"Pas de vérification quotidienne, pas de nettoyage selon les règles d'asepsie vues au centre de formation. Nettoyage ""maison""";Non;Toutes les semaines ;Non;Oui;Non;;;Non;;Oui;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 18:46:47;2012;21; ASSU, Ambulance de catégorie C;Zone rurale;3;3;Oui;Oui;bleu/blanc;Oui;Toujours;Non;Les protocoles internes à l'entreprise sont plus strict que ceux enseignés.;Oui;Tous les jours;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 18:49:40;2013;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;7;6;Oui;Oui;blanc/marine;Oui;Toujours;Non;;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 19:29:46;2013;42;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;1;Oui;Oui;BLANCHES ET BLEUES;Oui;Parfois;Non;;Non;Toutes les semaines ;Oui;Non;Non;;;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 19:49:21;2011;67000;VSL, Ambulance de catégorie C;Zone rurale et urbaine;6;7;Oui;Oui;BLEU;Oui;Toujours;Oui;"Desinfection journalier technique des 2 sceaux
Entre chaque patient.";Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Malaise , Chute;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 20:08:14;1982;paris 75;Ambulance de catégorie C;Zone rurale et urbaine;4;1;Oui;Oui;bleu      ;Oui;Parfois;Non;;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Non;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;en pediatrie;;;
07/10/2013 20:16:32;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10;10;Oui;Oui;blanche;Oui;Toujours;Oui;lavage des mains ect ect;Non;Toutes les semaines ;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Jamais;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;En situation d'entrée programmée;Parfois;;;;;;Non;;;;
07/10/2013 20:30:55;2013;67;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;2;Oui;Oui;bleu et blanc;Oui;Toujours;Oui;Protocole d hygiène à jour avec le module enseigné en ifa est appliqué.;Oui;Toutes les semaines ;Non;Oui;Oui;De façon spontanée dans certaines situations ;le plus souvent à domicile chez les patients diabétiques;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Jamais;;;;;;Non;;;;
07/10/2013 21:32:49;2013;13;Ambulance de catégorie C;Zone rurale et urbaine;5;0;Oui;Oui;bleu marine;Oui;Toujours;Oui;desinfection du materiel et de l'ambulance journalière;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Jamais;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 21:55:16;2010;60;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;7;3;Oui;Oui;blancs et bleu;Oui;Toujours;Non;;Oui;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
07/10/2013 23:00:48;2013;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;16;1;Oui;Oui;Blanches;Oui;Toujours;Oui;Nettoyage et désinfection de l'aspirateur à mucosité et sécrétion;Oui;Tous les jours;Oui;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;Votre IFA;;;
07/10/2013 23:18:24;2002;59;VSL, Ambulance de catégorie C;Zone rurale et urbaine;16;2;Oui;Oui;bleue et blanche;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 04:55:02;2003;31;VSL, Ambulance de catégorie C;Zone rurale et urbaine;16;6;Oui;Oui;blanche et bleu;Oui;Parfois;Non;Pas le matériel adapté pas de lieu défini que pour cela ;Non;tous les mois ;Non;Non;Non;;;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;crf;;;
08/10/2013 06:28:50;1998;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;6;3;Oui;Oui;blanc et bleu;Oui;Toujours;;;Oui;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 10:43:26;2013;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;14;5;Oui;Non;bleu marine;Non;;;Très peu d'hygiène dans notre entreprise, seul les bon ADE prenne le temp de faire une désinf. Et changer le drap avec le matériel de l'hopital.;Non;tous les mois ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;diabétique qui fais un malaise;Non;Non;Oui;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;Votre IFA;;;
08/10/2013 10:44:36;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;40;40;Oui;Oui;blanche/bleu;Oui;Parfois;Oui;Présence de personnel affecté au nettoyage exclusif des véhicules. Je ne vérifie pas son travail. Je possède un oneshut pour décontaminer l'ambulance en cas transport de sujet contaminant. Je nettoie mon brancard entre chaque patient. ;Oui;tous les mois ;Non;Non;Non;;appris seul;Oui;Non;Non;Non;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;en assu ou en ambu?;ca depend ce qui manque;Oui;Les deux ;Parfois;;;;;;Non;seul;;;
08/10/2013 11:03:20;2012;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;?;?;Oui;Oui;bleues et blanches;Oui;Toujours;Oui;Tout est enseigné dans le Module 3.;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;Troubles de la conscience, Inconsciences, Patient diabètique connu etc..;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 11:21:35;2013;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;9;12;Oui;Oui;bleue et blanche;Non;;;;Oui;tous les mois ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;malaise, sujet diabétiques;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;je l'ouvre avec la permission du patient;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 11:27:00;2012;86;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;50;10;Oui;Oui;Bleues;Oui;Toujours;Oui;;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 11:31:32;2009;54;Ambulance de catégorie C;Zone urbaine;3;2;Oui;Oui;Bleu;Oui;Toujours;Oui;;Non;Tous les jours;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 12:52:40;2012;86;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;50;10;Oui;Oui;bleu foncé;Oui;Toujours;Oui;;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;suspicion hypoglycémie;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 11:51:49;2013;13;Ambulance de catégorie C;Zone urbaine;18;18;Oui;Oui;blanc et bleu;Oui;;Non;1 fois par semaine;Non;Toutes les semaines ;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 11:57:55;2012;Poitou charente;VSL,  ASSU;Zone rurale;3;2;Oui;Oui;Pantalon bleu, polo blanc, veste bleu;Oui;Toujours;Non;"Le module hygiene a l'ifa nous apprend des protocoles hospitaliers.
Or la plupart des ade travaillent en ets prives qui de ce fait non pas le meme materiel, les memes protocoles, les memes moyens";Oui;Tous les jours;Non;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;Si la personne n'ait pas en mesure de realiser son dextro au vue de la degradation assez importante de son etat de sante je realise moi meme le dextro. J'ai appris a me servir de cet apareil durant mon stage smur;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;L'equipe medicale s'en charge;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;;;;
08/10/2013 12:00:37;2012;67;VSL, Ambulance de catégorie C;Zone rurale et urbaine;6;3;Oui;Oui;bleu;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 13:11:49;2007;29;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;7;6;Oui;Oui;Bleu et blanc;Oui;Toujours;Non;Entre il faudrait et on peut.......;Oui;tous les mois ;Oui;Non;Oui;De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 14:16:42;2009;72;VSL,  ASSU;Zone rurale et urbaine;3;5;Oui;Oui;Bleu ciel et marine;Non;Jamais;;;Non;Toutes les semaines ;Oui;Non;Non;;;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 14:45:31;2010;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;23;5;Oui;Oui;bleu;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;quand j estime que ca le merite;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 15:06:51;2012;54;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;15;15;Oui;Oui;BLANC;Oui;Toujours;Non;"-pas de salle de decontamination pour laver ou nettoyer le materiel utilisé
-un seul produit pour desinfecter(pas de javel...) 
-pas de protocole specifique aux differentes désinfection de l'ambulance apres les isolements
-plein d'autres choses dont j'ai oublier";Non;Tous les jours, Toutes les semaines ;Non;Non;Non;De façon spontanée dans certaines situations ;15;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
08/10/2013 16:00:44;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;80;20;Oui;Oui;bleu marine et blanc;Oui;Toujours;Oui;;Non;Toutes les semaines ;Oui;Oui;Non;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Jamais;Non;Vous rassemblez l'ensemble du matériel nécessaire ;Vous n'ouvrez pas le courrier;Oui;Les deux ;Jamais;;;;;;Oui;Votre IFA;;;
08/10/2013 17:50:08;2013;LOIRE;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;4;Oui;Oui;bleues;Oui;Parfois;Non;Les produits et protocoles appris à l'IFA ne sont pas respectés à 100% dans toutes les entreprises d'ambulances. Car souvent les produits nettoyants et désinfectants sont d'autres produits que ceux cités dans les cours, ils sont souvent moins honnéreux. Et puis suivre le protocole à 100% ferait perdre du temps aux entreprises, puisque c'est surtout la rentabilité qui compte. Cependant, les véhicules sont nettoyés et désinfectés mais différement. ;Non;Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 17:21:25;2009;vienne; ASSU;Zone rurale et urbaine;25;5;Oui;Oui;bleu ;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
