Horodateur;Année d'obtention de votre diplôme d'ambulancier;Département de formation ;Quel est le type d'activité de votre entreprise ? (Plusieurs réponses possibles);Quel est le secteur d'activité de votre entreprise ?;Combien d'ADE/CCA sont employés par votre entreprise;Combien d'auxiliaires sont employés par votre entreprise;Disposez-vous d'un jeu de tenues professionnelles identifiées :  Nom de l'entreprise ?;;De quelle couleur sont-elles ?;Avez-vous des protocoles d'hygiène dans votre entreprise ? ;;Si oui, sont-ils en adéquation avec l'enseignement réalisé à l'IFA ? ;Concernant le rythme de décontamination du matériel et du véhicule sanitaire,  réalisez-vous :;;Disposez-vous d'un lecteur de glycémie, appareil Dextro ?;;;;;Disposez-vous d'appareils permettant la réalisation d'électro-cardiogramme  (ECG) ? ;;;Disposez-vous de matériel pour réaliser des aspirations trachéales (dans la trachée, la canule de trachéotomie) ?;;;Vous disposez dans votre véhicule : (plusieurs réponses possibles);Lorsqu'un patient est à bord du véhicule sanitaire est-ce l'auxilaire qui conduit : ;;Lors d'une intervention, la suite de la prise en charge nécessite la pose d'une voie veineuse périphérique;;Lors d'une prise en charge d'un patient à domicile  il vous manque des informations pour la prise en charge de votre patient, hors celui-ci est porteur d'un courrier remis par son médecin traitant pour le service d'accueil .;Lors d'une admission, vous occupez-vous de l'entrée administrative de votre patient ( vous ou votre binôme ) ? ;;Dans les établissements de santé existe-t-il un guichet avec accès prioritaire ambulancier pour réaliser les démarches administratives de l'admission;;;;;;Lors d'un transfert, vous prenez en charge un patient porteur d'un pousse-seringue éléctrique;;;;
07/10/2013 19:49:21;2011;67;VSL, Ambulance de catégorie C;Zone rurale et urbaine;6;7;Oui;Oui;BLEU;Oui;Toujours;Oui;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Malaise , Chute;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 20:08:14;1982;75;Ambulance de catégorie C;Zone rurale et urbaine;4;1;Oui;Oui;bleu      ;Oui;Parfois;Non;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Non;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;en pediatrie;;;
07/10/2013 20:16:32;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10;10;Oui;Oui;blanche;Oui;Toujours;Oui;Non;Toutes les semaines ;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Jamais;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;En situation d'entrée programmée;Parfois;;;;;;Non;;;;
07/10/2013 20:30:55;2013;67;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;2;Oui;Oui;bleu et blanc;Oui;Toujours;Oui;Oui;Toutes les semaines ;Non;Oui;Oui;De façon spontanée dans certaines situations ;le plus souvent à domicile chez les patients diabétiques;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Jamais;;;;;;Non;;;;
07/10/2013 21:32:49;2013;13;Ambulance de catégorie C;Zone rurale et urbaine;5;0;Oui;Oui;bleu marine;Oui;Toujours;Oui;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Jamais;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
07/10/2013 21:55:16;2010;60;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;7;3;Oui;Oui;blancs et bleu;Oui;Toujours;Non;Oui;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
07/10/2013 23:00:48;2013;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;16;1;Oui;Oui;Blanches;Oui;Toujours;Oui;Oui;Tous les jours;Oui;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;Votre IFA;;;
07/10/2013 23:18:24;2002;59;VSL, Ambulance de catégorie C;Zone rurale et urbaine;16;2;Oui;Oui;bleue et blanche;Oui;Toujours;Oui;Oui;Tous les jours;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 04:55:02;2003;31;VSL, Ambulance de catégorie C;Zone rurale et urbaine;16;6;Oui;Oui;blanche et bleu;Oui;Parfois;Non;Non;tous les mois ;Non;Non;Non;;;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;crf;;;
08/10/2013 06:28:50;1998;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;6;3;Oui;Oui;blanc et bleu;Oui;Toujours;;Oui;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 10:43:26;2013;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;14;5;Oui;Non;bleu marine;Non;;;Non;tous les mois ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;diabétique qui fais un malaise;Non;Non;Oui;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;Votre IFA;;;
08/10/2013 10:44:36;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;40;40;Oui;Oui;blanche/bleu;Oui;Parfois;Oui;Oui;tous les mois ;Non;Non;Non;;appris seul;Oui;Non;Non;Non;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;en assu ou en ambu?;ca depend ce qui manque;Oui;Les deux ;Parfois;;;;;;Non;seul;;;
08/10/2013 11:03:20;2012;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;NA;NA;Oui;Oui;bleues et blanches;Oui;Toujours;Oui;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;Troubles de la conscience, Inconsciences, Patient diabètique connu etc..;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 11:21:35;2013;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;9;12;Oui;Oui;bleue et blanche;Non;;;Oui;tous les mois ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;malaise, sujet diabétiques;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;je l'ouvre avec la permission du patient;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 11:27:00;2012;86;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;50;10;Oui;Oui;Bleues;Oui;Toujours;Oui;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 11:31:32;2009;54;Ambulance de catégorie C;Zone urbaine;3;2;Oui;Oui;Bleu;Oui;Toujours;Oui;Non;Tous les jours;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 12:52:40;2012;86;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;50;10;Oui;Oui;bleu foncé;Oui;Toujours;Oui;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;suspicion hypoglycémie;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 11:51:49;2013;13;Ambulance de catégorie C;Zone urbaine;18;18;Oui;Oui;blanc et bleu;Oui;;Non;Non;Toutes les semaines ;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 11:57:55;2012;Poitou charente;VSL,  ASSU;Zone rurale;3;2;Oui;Oui;Pantalon bleu, polo blanc, veste bleu;Oui;Toujours;Non;Oui;Tous les jours;Non;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;Si la personne n'ait pas en mesure de realiser son dextro au vue de la degradation assez importante de son etat de sante je realise moi meme le dextro. J'ai appris a me servir de cet apareil durant mon stage smur;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;L'equipe medicale s'en charge;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;;;;
08/10/2013 12:00:37;2012;67;VSL, Ambulance de catégorie C;Zone rurale et urbaine;6;3;Oui;Oui;bleu;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 13:11:49;2007;29;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;7;6;Oui;Oui;Bleu et blanc;Oui;Toujours;Non;Oui;tous les mois ;Oui;Non;Oui;De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 14:16:42;2009;72;VSL,  ASSU;Zone rurale et urbaine;3;5;Oui;Oui;Bleu ciel et marine;Non;Jamais;;Non;Toutes les semaines ;Oui;Non;Non;;;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 14:45:31;2010;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;23;5;Oui;Oui;bleu;Oui;Toujours;Oui;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;quand j estime que ca le merite;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 15:06:51;2012;54;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;15;15;Oui;Oui;BLANC;Oui;Toujours;Non;Non;Tous les jours, Toutes les semaines ;Non;Non;Non;De façon spontanée dans certaines situations ;15;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
08/10/2013 16:00:44;2013;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;80;20;Oui;Oui;bleu marine et blanc;Oui;Toujours;Oui;Non;Toutes les semaines ;Oui;Oui;Non;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Jamais;Non;Vous rassemblez l'ensemble du matériel nécessaire ;Vous n'ouvrez pas le courrier;Oui;Les deux ;Jamais;;;;;;Oui;Votre IFA;;;
08/10/2013 17:50:08;2013;LOIRE;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;4;Oui;Oui;bleues;Oui;Parfois;Non;Non;Toutes les semaines ;Oui;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 17:21:25;2009;vienne; ASSU;Zone rurale et urbaine;25;5;Oui;Oui;bleu ;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 18:48:02;2012;42; ASSU;Zone rurale et urbaine;6;2;Oui;Oui;bleu ciel et blanc ;Oui;Toujours;Oui;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;décompensation des patients diabétiques. ;Oui;Oui sous contrôle d'un médecin ou d'un infirmier;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
08/10/2013 18:59:04;2007;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;23;5;Oui;Oui;bleu marine;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée régulièrement ;DID / malaise sans diagnostic précis / quand l'expérience me le dicte;Non;;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 19:03:06;1998;59;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;15;12;Oui;Oui;Bleu;Oui;Parfois;Non;Non;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Chez un diabétique connu et sur suspicion de pb glycémique ;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 19:15:34;2012;22;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;30;10;Oui;Oui;bleu marine et jaune fluo;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;hypo;Oui;Non;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
08/10/2013 19:29:39;2007;59;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10;13;Oui;Oui;jaune et bleu;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;personne diabétique;Oui;Non;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre entreprise ;;;
08/10/2013 19:35:03;2013;86;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;7;6;Oui;Oui;blanche et bleu;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;personnes diabétiques;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Votre IFA;;;
08/10/2013 20:31:59;2011;67;Ambulance de catégorie C;Zone rurale et urbaine;4;4;Oui;Oui;BLEU/BLANC;Oui;Toujours;Oui;Oui;Tous les jours, Toutes les semaines , tous les mois ;Non;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
08/10/2013 20:47:23;2012;16;VSL,  ASSU;Zone urbaine;14;2;Oui;Oui;blan et bleu;Non;Toujours;Oui;Non;Toutes les semaines ;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;ATSU;Oui;Oui de manière autonome;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Non;;Jamais;;;;;;Non;Votre entreprise ;;;
08/10/2013 21:33:14;2006;vienne;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;25;5;Oui;Oui;bleu;Oui;Toujours;Oui;Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;malaise chez patients diabétiques ou non;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 22:12:22;2013;42;VSL, Ambulance de catégorie C;Zone rurale et urbaine;3;3;Oui;Oui;bleu et grise;Oui;Toujours;Oui;Non;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
08/10/2013 23:10:38;2013;42; ASSU, Ambulance de catégorie C;Zone rurale;20;8;Oui;Oui;Blanc et bleu marine;Oui;Toujours;Oui;Non;Toutes les semaines ;Non;Oui;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
09/10/2013 07:21:24;2013;86;VSL,  ASSU;Zone rurale et urbaine;12;8;Oui;Oui;Bleu marine;Oui;Toujours;Non;Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Inconscience de patient diabétique ;Oui;Non;Oui;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Je demande l'autorisation au patient;Oui;Les deux ;Parfois;;;;;;Non;;;;
09/10/2013 08:02:13;2013;42;VSL, Ambulance de catégorie C;Zone rurale et urbaine;4;0;Oui;Oui;bleu;Oui;Toujours;Oui;Non;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
09/10/2013 08:25:02;2013;loire;VSL, Ambulance de catégorie C;Zone rurale;5;3;Oui;Oui;bleu marine et blanc;Oui;Toujours;Oui;Oui;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
09/10/2013 08:32:52;2013;67;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;4;8;Oui;Oui;bleu/blanc/jaune fluo;Oui;Toujours;Oui;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Malaise, PCI, diabète connu, etc...;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
09/10/2013 09:28:03;2013;75;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;15;10;Oui;Oui;bleu foncé;Oui;Toujours;Oui;Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;suspiçion d'avc, malaise, patient diabétique sans dextro;Non;Non;Oui;Non;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;....;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
